No. Faktur;Tgl Faktur;Keterangan Barang;Kuantitas;Unit 1 Barang; Jumlah ;Keterangan;
FJ-0925-001620;02 Sep 2025;PASIR KEDIRI A;1.40;M3; 270,000.00 ;NK DIBAWA ;
FJ-0925-001620;02 Sep 2025;SEMEN GRESIK PPC 40KG;2.00;ZAK; 110,000.00 ;NK DIBAWA ;
FJ-0925-001621;02 Sep 2025;PAVING STONE PERSEGI;6.00;MTR; 330,000.00 ;NK DIBAWA ;
FJ-0925-001622;02 Sep 2025;TIMBERPLANK JATI 20CM X 400;4.00;LJR; 144,000.00 ;NK PUR/KASMADI MANREJ GG.8/4C/11;
FJ-0925-001622;02 Sep 2025;TRIPLEK 18 MM;1.00;LBR; 176,000.00 ;NK PUR/KASMADI MANREJ GG.8/4C/11;
FJ-0925-001623;02 Sep 2025;SIFON WASTAFEL PLASTIK;6.00;PCS; 144,000.00 ;NK DIBAWA;
FJ-0925-001623;02 Sep 2025;PASIR KEDIRI A;1.40;M3; 270,000.00 ;NK DIBAWA;
RJ-0825-001201;02 Sep 2025;SOK DRAT LUAR DALAM 1/2 PANJANG STAINLESS;-8.00;PCS; -176,000.00 ;RETUR ;
CASH.01.092025.0335;03 Sep 2025;CALSIUM DSGM/GUNUNG MES 800;1.00;SAK; 45,000.00 ;;
CASH.01.092025.0335;03 Sep 2025;LEM RAJAWALI PVAC;12.00;PCS; 222,000.00 ;;
CASH.01.092025.0336;03 Sep 2025;SEMEN HITAM KILOAN;2.00;KG; 6,000.00 ;;
CASH.01.092025.0338;03 Sep 2025;KRAN ONDA BC 1/2;1.00;PCS; 32,000.00 ;;
CASH.01.092025.0338;03 Sep 2025;"KRAN ONDA KUBC 1/2""";1.00;PCS; 45,000.00 ;;
CASH.01.092025.0338;03 Sep 2025;SEALTAPE AIR;1.00;PCS; 3,000.00 ;;
CASH.01.092025.0338;03 Sep 2025;MOWILEX WOOD FILLER KAMPER;1.00;KLG; 55,000.00 ;;
CASH.01.092025.0345;03 Sep 2025;GEMBOK VEGAZ/ONAT 40 L PANJANG;1.00;PCS; 40,000.00 ;;
CASH.01.092025.0346;03 Sep 2025;DAMDEX @1 LITER;1.00;LTR; 65,000.00 ;;
CASH.01.092025.0347;03 Sep 2025;HOLLO G TUBE 2X4X0.4;1.00;LJR; 25,000.00 ;;
CASH.01.092025.0348;03 Sep 2025;KAWAT 16 TANGGUNG;5.00;MTR; 5,000.00 ;;
CASH.01.092025.0353;03 Sep 2025;"KUAS BIASA 2""";1.00;PCS; 4,000.00 ;;
CASH.01.092025.0353;03 Sep 2025;SERAT FIBER;5.00;LBR; 15,000.00 ;;
CASH.01.092025.0353;03 Sep 2025;NEPTUNE LEM EPOXY CLEAR @1/4KG;1.00;KLG; 83,000.00 ;;
CASH.01.092025.0354;03 Sep 2025;DINABOL 8X40;12.00;PCS; 24,000.00 ;;
CASH.01.092025.0355;03 Sep 2025;SEMEN HITAM 5 KG AN;1.00;BKS; 13,000.00 ;;
CASH.01.092025.0356;03 Sep 2025;PAKU BETON PUTIH 21/2;1.00;DOS; 10,000.00 ;;
CASH.01.092025.0357;03 Sep 2025;"PAKU 2""";0.50;KG; 9,000.00 ;;
CASH.01.092025.0357;03 Sep 2025;SEMEN HITAM KILOAN;2.00;KG; 6,000.00 ;;
CASH.01.092025.0357;03 Sep 2025;VINILEX PRO 002 WHITE @5KG;1.00;GLN; 115,000.00 ;;
CASH.01.092025.0359;03 Sep 2025;SCREEN DOOR LOCK  GALASSIA ALMINI;1.00;SET; 155,000.00 ;;
CASH.01.092025.0360;03 Sep 2025;TUTUP POLOS 3/4 MSP;2.00;PCS; 8,000.00 ;;
CASH.01.092025.0361;03 Sep 2025;GRENDEL ALMINI MAROON;1.00;PCS; 6,000.00 ;;
CASH.01.092025.0364;03 Sep 2025;KAWAT LOKET HIJAU PVC 1/2;5.00;MTR; 50,000.00 ;;
CASH.01.092025.0365;03 Sep 2025;KAYU MERANTI 3/5 PAK;1.00;PAK; 210,000.00 ;;
CASH.01.092025.0365;03 Sep 2025;KAYU MERANTI 4/6 PAK;1.00;PAK; 210,000.00 ;;
CASH.01.092025.0365;03 Sep 2025;SEMEN TIGA RODA PCC 40KG;2.00;ZAK; 104,000.00 ;;
CASH.01.092025.0368;03 Sep 2025;CORNICE A PLUS @1 KG PACK;2.00;PCS; 16,000.00 ;;
CASH.01.092025.0368;03 Sep 2025;LEM RAJAWALI PVAC;2.00;PCS; 38,000.00 ;;
CASH.01.092025.0368;03 Sep 2025;SEMEN ACIAN TR-30 @40KG;1.00;ZAK; 103,000.00 ;;
CASH.01.092025.0370;03 Sep 2025;SELANG TIMBANG 1/4 TGG;2.00;MTR; 6,000.00 ;;
CASH.01.092025.0371;03 Sep 2025;BAK CAT KOTAK WR HITAM/BR;2.00;PCS; 30,000.00 ;;
CASH.01.092025.0371;03 Sep 2025;KUAS ROL ACE BIRU 10MM;2.00;PCS; 64,000.00 ;;
CASH.01.092025.0371;03 Sep 2025;PLAMIR/SKIMCOAT ANDALAN @20 KG;2.00;ZAK; 150,000.00 ;;
CASH.01.092025.0375;03 Sep 2025;KASA NYAMUK NILON PUTIH;1.00;MTR; 12,000.00 ;;
CASH.01.092025.0375;03 Sep 2025;KUAS HC 1;1.00;PCS; 4,000.00 ;;
CASH.01.092025.0375;03 Sep 2025;LEM PVC ISCO TUBE;1.00;PCS; 7,000.00 ;;
CASH.01.092025.0376;03 Sep 2025;KAWAT 16 TANGGUNG;5.00;MTR; 5,000.00 ;;
CASH.01.092025.0376;03 Sep 2025;KAWAT 20 KECIL;10.00;MTR; 7,000.00 ;;
CASH.01.092025.0378;03 Sep 2025;SUPERGROUT CREAM;1.00;PCS; 14,000.00 ;;
CASH.01.092025.0379;03 Sep 2025;GRENDEL ALMINI PUTIH;5.00;PCS; 30,000.00 ;;
CASH.01.092025.0382;03 Sep 2025;KASA NYAMUK NILON PUTIH;2.00;MTR; 24,000.00 ;;
CASH.01.092025.0389;03 Sep 2025;COLORANT YE;1.00;KLG; 298,500.00 ;;
CASH.01.092025.0391;03 Sep 2025;"PAKU 3/4""";0.05;KG; 3,000.00 ;;
CASH.01.092025.0395;03 Sep 2025;"PAKU 2""";5.00;KG; 80,000.00 ;;
CASH.01.092025.0401;03 Sep 2025;"PAKU 2 1/2""";0.25;KG; 5,000.00 ;;
CASH.01.092025.0403;03 Sep 2025;"PAKU 2 1/2""";0.25;KG; 5,000.00 ;;
CASH.01.092025.0405;03 Sep 2025;LEM PVC ISARPLAS TUBE 45 GRAM;2.00;PCS; 20,000.00 ;;
CASH.01.092025.0405;03 Sep 2025;SOK DRAT DALAM 1/2X3/4 MSP;2.00;PCS; 6,000.00 ;;
CASH.01.092025.0405;03 Sep 2025;SEMEN MERDEKA;1.00;ZAK; 46,000.00 ;;
CASH.01.092025.0405;03 Sep 2025;SELANG DOF 5/8;3.00;MTR; 18,000.00 ;;
CASH.01.092025.0407;03 Sep 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;;
CASH.01.092025.0407;03 Sep 2025;EMCO 102* SEA BLUE;1.00;KLG; 91,000.00 ;;
CASH.01.092025.0408;03 Sep 2025;SPOTLESS PASTEL (P) @ 2.5L;2.00;GLN; 528,000.00 ;;
CASH.01.092025.0409;03 Sep 2025;"ENGSEL TIPIS RRT 3""";1.00;PSG; 6,000.00 ;;
CASH.01.092025.0409;03 Sep 2025;TARIKAN LACI RRT 3;1.00;PCS; 2,000.00 ;;
CASH.01.092025.0409;03 Sep 2025;"SEKRUP HOLLOW 1""";8.00;PCS; 1,000.00 ;;
CASH.01.092025.0411;03 Sep 2025;NITROLUX 200 GR PUTIH;1.00;PCS; 23,000.00 ;;
CASH.01.092025.0411;03 Sep 2025;NITROLUX 200 GR 206/102 OCEAN BLUE;1.00;PCS; 23,000.00 ;;
CASH.01.092025.0411;03 Sep 2025;KUAS HC 1;1.00;PCS; 4,000.00 ;;
CASH.01.092025.0411;03 Sep 2025;THINNER B BOTOL 1/2 L;1.00;KLG; 11,000.00 ;;
CASH.01.092025.0414;03 Sep 2025;SEKRUP MEBEL 2 PUTIH;6.00;PCS; 3,000.00 ;;
CASH.01.092025.0415;03 Sep 2025;KAWAT LOKET HIJAU PVC 1/4;1.00;MTR; 13,000.00 ;;
CASH.01.092025.0415;03 Sep 2025;KAWAT PARABOLA HITAM ECER;1.00;MTR; 28,000.00 ;;
CASH.01.092025.0415;03 Sep 2025;"PAKU 3""";0.10;KG; 3,000.00 ;;
CASH.01.092025.0417;03 Sep 2025;VINILEX TINTING PASTEL (P) @ 5 KG;1.00;GLN; 179,000.00 ;;
CASH.01.092025.0418;03 Sep 2025;SEMEN HITAM 5 KG AN;1.00;BKS; 13,000.00 ;;
CASH.01.092025.0418;03 Sep 2025;PASIR SEKROP;3.00;SKP; 18,000.00 ;;
CASH.01.092025.0420;03 Sep 2025;POMPA AIR SHIMITZU PS-135E;1.00;PCS; 595,000.00 ;;
CASH.01.092025.0421;03 Sep 2025;BESI 13 ULIR SERTIFIKAT;3.00;LJR; 336,000.00 ;;
CASH.01.092025.0422;03 Sep 2025;KRAN ONDA CLS 03;1.00;PCS; 78,000.00 ;;
CASH.01.092025.0423;03 Sep 2025;BOCOR GUARD KIWI @1KG;2.00;KLG; 116,000.00 ;;
CASH.01.092025.0424;03 Sep 2025;TRIPLEK 9 MM SUPER;1.00;LBR; 100,000.00 ;;
CASH.01.092025.0425;03 Sep 2025;SEMEN TIGA RODA PCC 40KG;1.00;ZAK; 53,000.00 ;;
CASH.01.092025.0426;03 Sep 2025;LEM PVC ISARPLAS TUBE 45 GRAM;1.00;PCS; 10,000.00 ;;
CASH.01.092025.0427;03 Sep 2025;SEMEN PUTIH STR KILOAN;1.00;KG; 4,000.00 ;;
CASH.01.092025.0428;03 Sep 2025;BENANG BOL;4.00;PCS; 12,000.00 ;;
CASH.01.092025.0429;03 Sep 2025;BAUT DRILLING 5 CM;25.00;PCS; 12,500.00 ;;
CASH.01.092025.0429;03 Sep 2025;ROOF SEAL ABU;25.00;PCS; 12,500.00 ;;
CASH.01.092025.0430;03 Sep 2025;"ENGSEL TIPIS RRT 3""";1.00;PSG; 6,000.00 ;;
CASH.01.092025.0430;03 Sep 2025;"SEKRUP HOLLOW 3/4""";30.00;PCS; 3,000.00 ;;
CASH.01.092025.0431;03 Sep 2025;ARIES SUPER WHITE;2.00;GLN; 96,000.00 ;;
CASH.01.092025.0431;03 Sep 2025;AVIAN SUPER WHITE 1/2 KG;1.00;KLG; 45,000.00 ;;
CASH.01.092025.0432;03 Sep 2025;SEMEN GRESIK PPC 40KG;2.00;ZAK; 114,000.00 ;;
CASH.01.092025.0435;03 Sep 2025;KENI DRAT DLM AIR PANAS 20X1/2 (N-15) 3/4X1/2;1.00;PCS; 40,000.00 ;;
CASH.01.092025.0435;03 Sep 2025;TEE SAMBUNGAN AIR PANAS 20MM (N-17);1.00;PCS; 65,000.00 ;;
CASH.01.092025.0436;03 Sep 2025;CATYLAC LIGHT CREAM 44195;1.00;GLN; 165,000.00 ;;
CASH.01.092025.0437;03 Sep 2025;KENI 3/4 MASP;8.00;PCS; 32,000.00 ;;
CASH.01.092025.0437;03 Sep 2025;"KENI DRAT 3/4""";2.00;PCS; 8,000.00 ;;
CASH.01.092025.0437;03 Sep 2025;SEMEN BATA RINGAN CITICON;1.00;ZAK; 75,000.00 ;;
CASH.01.092025.0437;03 Sep 2025;SOK DRAT DALAM 3/4 MSP;2.00;PCS; 8,000.00 ;;
CASH.01.092025.0437;03 Sep 2025;"PVC MASPION 3/4"" AW";2.00;LJR; 66,000.00 ;;
CASH.01.092025.0437;03 Sep 2025;TEE 3/4 MASP;3.00;PCS; 15,000.00 ;;
CASH.01.092025.0439;03 Sep 2025;K 30X30 MURANO PUTIH;2.00;DOS; 88,000.00 ;;
CASH.01.092025.0441;03 Sep 2025;"PAKU 3/4""";0.10;KG; 5,000.00 ;;
CASH.01.092025.0446;03 Sep 2025;THINNER B BOTOL 1/2 L;1.00;KLG; 11,000.00 ;;
CASH.01.092025.0446;03 Sep 2025;AVIAN SUPER WHITE 1/2 KG;1.00;KLG; 45,000.00 ;;
CASH.01.092025.0447;03 Sep 2025;KRAN PVC SANHO 1/2;1.00;PCS; 27,000.00 ;;
CASH.01.092025.0447;03 Sep 2025;TEMPAT SABUN 11X22 BIRU;1.00;PCS; 30,000.00 ;;
CASH.01.092025.0447;03 Sep 2025;SUPERGROUT PUTIH;1.00;PCS; 14,000.00 ;;
CASH.01.092025.0448;03 Sep 2025;COLORANT BM;1.00;KLG; 169,000.00 ;;
CASH.01.092025.0452;03 Sep 2025;"SEKRUP HOLLOW 3""";-13.00;PCS; -6,500.00 ;;
CASH.01.092025.0454;03 Sep 2025;"PAKU 3""";0.50;KG; 9,000.00 ;;
CASH.01.092025.0455;03 Sep 2025;SEMEN HITAM 5 KG AN;1.00;BKS; 13,000.00 ;;
CASH.01.092025.0460;03 Sep 2025;"PVC RUCIKA 1/2"" AW";2.00;LJR; 46,000.00 ;;
CASH.01.092025.0468;03 Sep 2025;SEMEN TIGA RODA PCC 40KG;-1.00;ZAK; -53,000.00 ;;
CASH.01.092025.0469;03 Sep 2025;SEMEN MERDEKA;1.00;ZAK; 46,000.00 ;;
CASH.01.092025.0470;03 Sep 2025;ALTEX 27 WILD RICE @1/2 KG;1.00;KLG; 53,000.00 ;;
CASH.01.092025.0470;03 Sep 2025;ALTEX 63 NILE GREEN @1/2 KG;1.00;KLG; 53,000.00 ;;
CASH.01.092025.0471;03 Sep 2025;LEM SILICONE NETRAL BLACK;1.00;PCS; 32,000.00 ;;
CASH.01.092025.0471;03 Sep 2025;ALAT TEMBAK SILICONE ORG/BIRU;1.00;PCS; 25,000.00 ;;
CASH.01.092025.0472;03 Sep 2025;PYLOX 124 SILVER;1.00;PCS; 30,000.00 ;;
CASH.01.092025.0473;03 Sep 2025;SAMBUNGAN SELANG CUM-CUM;3.00;PCS; 9,000.00 ;;
CASH.01.092025.0473;03 Sep 2025;SELANG SUPERFLEX 5/8;50.00;MTR; 436,000.00 ;;
CASH.01.092025.0474;03 Sep 2025;SEMPROTAN TAMAN ERNESTO/HIOSHI;1.00;PCS; 40,000.00 ;;
CASH.01.092025.0475;03 Sep 2025;KABEL TRANSPARAN 2X80 ECERAN;1.00;MTR; 5,000.00 ;;
CASH.01.092025.0475;03 Sep 2025;KABEL NYMHY 2X1.5 MSK ECERAN;4.00;MTR; 60,000.00 ;;
CASH.01.092025.0475;03 Sep 2025;KENI 1/2 MSP;3.00;PCS; 6,000.00 ;;
CASH.01.092025.0475;03 Sep 2025;SEMEN GRESIK PPC 40KG;1.00;ZAK; 57,000.00 ;;
CASH.01.092025.0476;03 Sep 2025;"PAKU 1""";0.25;KG; 7,000.00 ;;
CASH.01.092025.0476;03 Sep 2025;SAKLAR SERI BROCO TANAM;1.00;PCS; 17,000.00 ;;
CASH.01.092025.0476;03 Sep 2025;KABEL NYA ETERNA 1.5 HITAM ECERAN;2.50;MTR; 15,000.00 ;;
CASH.01.092025.0477;03 Sep 2025;NITROLUX 200 GR 31 BURNT T;1.00;PCS; 23,000.00 ;;
CASH.01.092025.0477;03 Sep 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;;
CASH.01.092025.0477;03 Sep 2025;"KUAS ETERNA 2 1/2""";1.00;PCS; 11,000.00 ;;
CASH.01.092025.0477;03 Sep 2025;SEKRUP KALSIBORD 8X25;150.00;PCS; 37,500.00 ;;
CASH.01.092025.0477;03 Sep 2025;AVIAN SYNTHETIC BASE B @0.9LT;1.00;KLG; 75,000.00 ;;
CASH.01.092025.0478;03 Sep 2025;SPIRTUS BINTANG;2.00;PCS; 46,000.00 ;;
CASH.01.092025.0479;03 Sep 2025;SEMEN PUTIH STR KILOAN;1.00;KG; 4,000.00 ;;
CASH.01.092025.0480;03 Sep 2025;SEMEN HITAM 5 KG AN;1.00;BKS; 13,000.00 ;;
CASH.01.092025.0480;03 Sep 2025;PASIR SEKROP;2.00;SKP; 12,000.00 ;;
CASH.02.092025.0332;03 Sep 2025;AMPLAS HC 1000;1.00;LBR; 5,000.00 ;;
CASH.02.092025.0332;03 Sep 2025;AMPLAS GRT/TAIYO 280;1.00;LBR; 6,000.00 ;;
CASH.02.092025.0333;03 Sep 2025;"KUAS BIASA 3""";1.00;PCS; 6,000.00 ;;
CASH.02.092025.0334;03 Sep 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;;
CASH.02.092025.0334;03 Sep 2025;EMCO 102* SEA BLUE;1.00;KLG; 91,000.00 ;;
CASH.02.092025.0337;03 Sep 2025;KABEL TIES RAMEDO 5X300 PTH;1.00;PAK; 25,000.00 ;;
CASH.02.092025.0339;03 Sep 2025;THINNER A SPC * 1 L;1.00;KLG; 50,000.00 ;;
CASH.02.092025.0340;03 Sep 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;;
CASH.02.092025.0340;03 Sep 2025;EMCO HITAM DOF;1.00;KLG; 75,000.00 ;;
CASH.02.092025.0340;03 Sep 2025;LEM RAJAWALI PVAC;2.00;PCS; 38,000.00 ;;
CASH.02.092025.0340;03 Sep 2025;SEMEN PUTIH BB @5 KG;2.00;BKS; 40,000.00 ;;
CASH.02.092025.0341;03 Sep 2025;HOLLO G TUBE 2X4X0.4;1.00;LJR; 25,000.00 ;;
CASH.02.092025.0341;03 Sep 2025;PAPAN RANDU SUPER;1.00;LBR; 20,000.00 ;;
CASH.02.092025.0342;03 Sep 2025;SEMEN MERDEKA;1.00;ZAK; 46,000.00 ;;
CASH.02.092025.0343;03 Sep 2025;SUPERGROUT G BROWN;1.00;PCS; 14,000.00 ;;
CASH.02.092025.0343;03 Sep 2025;SEMEN TIGA RODA PCC 40KG;2.00;ZAK; 106,000.00 ;;
CASH.02.092025.0344;03 Sep 2025;EMCO HITAM;1.00;KLG; 75,000.00 ;;
CASH.02.092025.0349;03 Sep 2025;"PAKU 3""";2.00;KG; 32,000.00 ;;
CASH.02.092025.0349;03 Sep 2025;PRESTO 4 GRUP;1.00;PCS; 48,000.00 ;;
CASH.02.092025.0350;03 Sep 2025;SEMEN HITAM 5 KG AN;1.00;BKS; 13,000.00 ;;
CASH.02.092025.0351;03 Sep 2025;"KUAS BIASA 11/2""";1.00;PCS; 4,000.00 ;;
CASH.02.092025.0351;03 Sep 2025;NEPTUNE PAINT REMOVER 1/2 KG;1.00;KLG; 45,000.00 ;;
CASH.02.092025.0352;03 Sep 2025;BATU FLEXIBLE BELIMA 80;2.00;PCS; 36,000.00 ;;
CASH.02.092025.0352;03 Sep 2025;ISOLASI 3M;2.00;PCS; 20,000.00 ;;
CASH.02.092025.0352;03 Sep 2025;PAKU BETON PUTIH 11/2;1.00;DOS; 10,000.00 ;;
CASH.02.092025.0352;03 Sep 2025;LASDOP 4MM KUNING;20.00;PCS; 12,000.00 ;;
CASH.02.092025.0352;03 Sep 2025;PAPAN RANDU SUPER;4.00;LBR; 80,000.00 ;;
CASH.02.092025.0358;03 Sep 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;;
CASH.02.092025.0358;03 Sep 2025;ARIES SUPER WHITE;2.00;GLN; 96,000.00 ;;
CASH.02.092025.0358;03 Sep 2025;AVIAN SUPER WHITE 1/2 KG;1.00;KLG; 45,000.00 ;;
CASH.02.092025.0358;03 Sep 2025;BAUT DRILLING 2 CM;5.00;PCS; 1,500.00 ;;
CASH.02.092025.0362;03 Sep 2025;SHOWER TOILET STEINLIS EDO;1.00;PCS; 100,000.00 ;;
CASH.02.092025.0362;03 Sep 2025;KRAN SHOWER T EDO;1.00;PCS; 35,000.00 ;;
CASH.02.092025.0362;03 Sep 2025;SEALTAPE AIR;1.00;PCS; 3,000.00 ;;
CASH.02.092025.0362;03 Sep 2025;LEM SILICONE NETRAL WHITE;1.00;PCS; 32,000.00 ;;
CASH.02.092025.0362;03 Sep 2025;SEMEN MERDEKA;1.00;ZAK; 46,000.00 ;;
CASH.02.092025.0363;03 Sep 2025;TEE 3/4 RUCIKA;4.00;PCS; 28,000.00 ;;
CASH.02.092025.0366;03 Sep 2025;LEM RAJAWALI PVAC;1.00;PCS; 19,000.00 ;;
CASH.02.092025.0367;03 Sep 2025;"PVC MASPION 5/8"" C";10.00;LJR; 80,000.00 ;;
CASH.02.092025.0369;03 Sep 2025;ENGSEL PIANO 3.5M;1.00;PSG; 30,000.00 ;;
CASH.02.092025.0369;03 Sep 2025;GRENDEL ALMINI PUTIH;2.00;PCS; 12,000.00 ;;
CASH.02.092025.0369;03 Sep 2025;TARIKAN LACI RRT 3;2.00;PCS; 4,000.00 ;;
CASH.02.092025.0372;03 Sep 2025;KRAN PVC AMICO 1/2;1.00;PCS; 18,000.00 ;;
CASH.02.092025.0372;03 Sep 2025;LEM PVC ISARPLAS TUBE 45 GRAM;1.00;PCS; 10,000.00 ;;
CASH.02.092025.0373;03 Sep 2025;SF/LASERPLAST LSP 210;1.00;LBR; 70,000.00 ;;
CASH.02.092025.0374;03 Sep 2025;SODA API KECIL;1.00;PCS; 17,000.00 ;;
CASH.02.092025.0374;03 Sep 2025;SEMEN HITAM KILOAN;2.00;KG; 6,000.00 ;;
CASH.02.092025.0377;03 Sep 2025;LEM RAJAWALI PVAC;1.00;PCS; 19,000.00 ;;
CASH.02.092025.0377;03 Sep 2025;PLAMIR BIG LION @1 KG;1.00;PCS; 9,000.00 ;;
CASH.02.092025.0377;03 Sep 2025;SEMEN PUTIH STR KILOAN;1.00;KG; 4,000.00 ;;
CASH.02.092025.0380;03 Sep 2025;KUNCI HANDEL KUDA BESAR;1.00;PCS; 98,000.00 ;;
CASH.02.092025.0381;03 Sep 2025;"KUAS ETERNA 1 1/2""";1.00;PCS; 7,000.00 ;;
CASH.02.092025.0381;03 Sep 2025;AVIAN SUPER WHITE 1/2 KG;1.00;KLG; 45,000.00 ;;
CASH.02.092025.0383;03 Sep 2025;HOLLO G TUBE 2X4X0.4;3.00;LJR; 75,000.00 ;;
CASH.02.092025.0384;03 Sep 2025;BAUT DRILLING 5 CM;50.00;PCS; 25,000.00 ;;
CASH.02.092025.0385;03 Sep 2025;REFILL KUAS ROL KAPAL;2.00;PCS; 8,000.00 ;;
CASH.02.092025.0385;03 Sep 2025;"KUAS BIASA 1""";1.00;PCS; 3,000.00 ;;
CASH.02.092025.0385;03 Sep 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;;
CASH.02.092025.0386;03 Sep 2025;"KUAS ETERNA 2 1/2""";1.00;PCS; 11,000.00 ;;
CASH.02.092025.0386;03 Sep 2025;NIPPON ELASTEX @1KG R-1260A SASHAY RED;1.00;KLG; 65,000.00 ;;
CASH.02.092025.0387;03 Sep 2025;LEM G;1.00;PCS; 8,000.00 ;;
CASH.02.092025.0387;03 Sep 2025;"SEKRUP HOLLOW 1 1/2""";50.00;PCS; 12,500.00 ;;
CASH.02.092025.0387;03 Sep 2025;"SEKRUP HOLLOW 2""";50.00;PCS; 15,000.00 ;;
CASH.02.092025.0388;03 Sep 2025;NIPPON ELASTEX @1KG R-1260A SASHAY RED;-1.00;KLG; -65,000.00 ;;
CASH.02.092025.0390;03 Sep 2025;NITROLUX 200 GR 208 SUNSET;2.00;PCS; 46,000.00 ;;
CASH.02.092025.0390;03 Sep 2025;FIBER HITAM POLOS 0.8;1.00;MTR; 48,000.00 ;;
CASH.02.092025.0392;03 Sep 2025;SEMEN HITAM KILOAN;2.00;KG; 6,000.00 ;;
CASH.02.092025.0393;03 Sep 2025;KABEL TIES RAMEDO 4X100 PTH;1.00;PAK; 7,000.00 ;;
CASH.02.092025.0394;03 Sep 2025;KARBIT MDQ;2.00;PCS; 60,000.00 ;;
CASH.02.092025.0396;03 Sep 2025;KENI 3/4 MASP;2.00;PCS; 8,000.00 ;;
CASH.02.092025.0396;03 Sep 2025;LEM PVC ISARPLAS TUBE 45 GRAM;1.00;PCS; 10,000.00 ;;
CASH.02.092025.0396;03 Sep 2025;"PVC MASPION 3/4"" AW";1.00;LJR; 33,000.00 ;;
CASH.02.092025.0396;03 Sep 2025;TUTUP POLOS 3/4 MSP;1.00;PCS; 4,000.00 ;;
CASH.02.092025.0396;03 Sep 2025;"SOK 3/4""";1.00;PCS; 2,000.00 ;;
CASH.02.092025.0397;03 Sep 2025;CORAL 1X2;0.50;M3; 260,000.00 ;;
CASH.02.092025.0398;03 Sep 2025;"PAKU 4""";0.25;KG; 5,000.00 ;;
CASH.02.092025.0399;03 Sep 2025;"SOK 4""";1.00;PCS; 9,000.00 ;;
CASH.02.092025.0400;03 Sep 2025;ALTEX 63 NILE GREEN @1 KG;2.00;KLG; 146,000.00 ;;
CASH.02.092025.0402;03 Sep 2025;POMPA AIR SHIMITZU PS-135E;1.00;PCS; 595,000.00 ;;
CASH.02.092025.0404;03 Sep 2025;"GERGAJI KAYU GG KARET HPP 16""";1.00;PCS; 30,000.00 ;;
CASH.02.092025.0406;03 Sep 2025;NIPPON PROTECTIVE @1 KG;2.00;KLG; 86,000.00 ;;
CASH.02.092025.0410;03 Sep 2025;TANG RIVET LOBSTER;1.00;PCS; 70,000.00 ;;
CASH.02.092025.0412;03 Sep 2025;KUAS HC 1;1.00;PCS; 4,000.00 ;;
CASH.02.092025.0413;03 Sep 2025;SEMEN HITAM KILOAN;2.00;KG; 6,000.00 ;;
CASH.02.092025.0416;03 Sep 2025;SEKRUP HOLLO 1 1/2 KOTAK KCL;1.00;KTK; 50,000.00 ;;
CASH.02.092025.0419;03 Sep 2025;AMPLAS ROL 120;0.50;MTR; 5,000.00 ;;
CASH.02.092025.0419;03 Sep 2025;REFILL KUAS ROL ACE BIRU 10MM;1.00;PCS; 18,000.00 ;;
CASH.02.092025.0419;03 Sep 2025;SEMEN PUTIH STR KILOAN;2.00;KG; 8,000.00 ;;
CASH.02.092025.0433;03 Sep 2025;SELANG HIPREX 1/2;1.00;MTR; 12,000.00 ;;
CASH.02.092025.0434;03 Sep 2025;PARAGON 309 SWEET BLUE @1 KG;1.00;KLG; 36,000.00 ;;
CASH.02.092025.0438;03 Sep 2025;SIKU RAK 4X5;4.00;PSG; 28,000.00 ;;
CASH.02.092025.0438;03 Sep 2025;PAKU BETON PUTIH 1;1.00;DOS; 10,000.00 ;;
CASH.02.092025.0438;03 Sep 2025;FIBER POLOS PUTIH 0.8;2.00;MTR; 80,000.00 ;;
CASH.02.092025.0440;03 Sep 2025;NIPPON PROTECTIVE @1 KG;1.00;KLG; 43,000.00 ;;
CASH.02.092025.0442;03 Sep 2025;"SEKRUP HOLLOW 3""";13.00;PCS; 6,500.00 ;;
CASH.02.092025.0443;03 Sep 2025;"KUAS BIASA 11/2""";2.00;PCS; 8,000.00 ;;
CASH.02.092025.0444;03 Sep 2025;GEMBOK ONAT 60 MM LEHER PANJANG;1.00;PCS; 45,000.00 ;;
CASH.02.092025.0445;03 Sep 2025;MOWILEX WS 503 WALNUT;1.00;KLG; 100,000.00 ;;
CASH.02.092025.0449;03 Sep 2025;KARET PAKU PAYUNG;10.00;LBR; 20,000.00 ;;
CASH.02.092025.0449;03 Sep 2025;"PAKU PAYUNG ULIR PANJANG 4""";2.00;KG; 70,000.00 ;;
CASH.02.092025.0450;03 Sep 2025;"KUAS ETERNA 2 1/2""";2.00;PCS; 22,000.00 ;;
CASH.02.092025.0450;03 Sep 2025;WATERBLOCK ABU-ABU @1 KG;2.00;KLG; 120,000.00 ;;
CASH.02.092025.0451;03 Sep 2025;CATYLAC INTERIOR BASE A @25 KG;2.00;PIL; 1,540,000.00 ;;
CASH.02.092025.0451;03 Sep 2025;KUAS ROL ACE BIRU 10MM;1.00;PCS; 32,000.00 ;;
